time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
59.0833333,-7.660792533716955,-0.6761582177383645,2.834424867105499,0.13058213948673247,0.9412476726835752,0.04115571760204604,26.498827953205495,2.692472302384498,-2.3926789523848204,9.098534259797832,4.318851355779062,-14.02121792932872,0.0,-9.802721297414452,0.9416511639569904,8.525146090639405,19.14993888199059,-11.342055608823994,-4.769321550689757,0.0,0.4709643251813637,1.1064761820314173,-14.677725775800006,-37.72067791000657,-21.715740553360387,3.29646301820062,85.13980484322134,95.67020549609452,17.931925979004497,-12.689066506202789,29.843504631850696,124.6937778245281,95.70901149515318
59.08999998,-7.479259191928096,-0.7585754404987124,2.815764934560011,0.13133714126206816,0.937109225154797,0.04125935222989456,26.153128988472037,2.8961255067619525,-1.9946819075105855,9.304470309480605,4.7363169757202375,-13.94165512414415,0.0,-9.258255276166178,0.6594137961947979,7.935392376822321,21.8156198710013,-11.891402347083329,-5.386366943185083,0.0,0.37545721217244155,1.3574941125800901,-14.671402211703708,-37.733622983707946,-21.75605940805387,3.2331290148242644,86.10361142815145,95.75268352949502,16.890504655875386,-12.90943973719153,29.912876243079907,124.17484102262202,95.49647033343012
59.096666660000004,-7.297725850139237,-0.8409926632590604,2.797105002014523,0.13209214303740385,0.9329707776260188,0.04136298685774308,25.80743002373858,3.099778711139407,-1.5966848626363506,9.510406359163378,5.153782595661412,-13.86209231895958,0.0,-8.713789254917904,0.37717642843260535,7.345638663005238,24.48130086001201,-12.440749085342665,-6.00341233568041,0.0,0.2799500991635193,1.6085120431287627,-14.66507864760741,-37.74656805740933,-21.79637826274735,3.1697950114479085,87.06741801308156,95.83516156289551,15.849083332746279,-13.129812968180271,29.98224785430912,123.65590422071594,95.28392917170707
59.10333334,-7.142371787962864,-0.9753948628375959,2.761078173516913,0.13289635708299238,0.9281854186240646,0.04141762542368691,25.53150832705731,3.370659489606655,-1.1298501108992807,10.101559316502623,5.635979687512657,-14.006168466907313,0.0,-7.969245656397311,0.014092352872841718,6.732003917550686,27.444964542969963,-12.806681916967333,-6.835820135342617,0.0,0.2004695240544996,1.9385652425706363,-14.553787528956226,-37.701710356110674,-21.8413644954939,3.108784841943777,88.00547293423163,95.91858483594886,14.714634402108164,-13.303427464923988,29.99646845429415,122.99796836040984,95.0802198240568
59.11000002,-7.0131970053989745,-1.161782039234319,2.7076844490671808,0.13374978339883375,0.9227531481489344,0.04142326792772606,25.32536389842823,3.708767842163696,-0.5941776522993757,11.07792918149834,6.182908251273972,-14.373883567987354,0.0,-7.024624480604401,-0.4298384304844929,6.094488140458665,30.706610919875164,-12.989200841957336,-7.883590342171707,0.0,0.13701548684538228,2.347653710905711,-14.337528855750154,-37.599049879812,-21.89101810629352,3.050098506311869,88.91777619160163,96.00295334865508,13.487157863961045,-13.430283227422679,29.95553804303499,122.20103344170374,94.88534229047927
59.1166667,-6.884022222835085,-1.3481692156310423,2.6542907246174487,0.1346032097146751,0.9173208776738042,0.04142891043176521,25.119219469799148,4.0468761947207375,-0.05850519369947071,12.054299046494055,6.729836815035286,-14.741598669067395,0.0,-6.080003304811491,-0.8737692138418276,5.456972363366645,33.968257296780365,-13.171719766947339,-8.931360549000797,0.0,0.07356144963626497,2.7567421792407854,-14.121270182544082,-37.49638940351332,-21.94067171709314,2.9914121706799612,89.83007944897165,96.0873218613613,12.259681325813927,-13.557138989921372,29.914607631775834,121.40409852299764,94.69046475690175
59.12333334,-6.847727518777985,-1.6159817318197913,2.5679250033025807,0.13549824133740726,0.9111676112099095,0.04144393546631083,25.055324041995366,4.499814571893698,0.538292126757055,13.623832321223137,7.455582186204482,-15.43513211894251,0.0,-4.756802126437752,-1.453448283863135,4.864612489262537,37.60169570548206,-12.967855916385915,-10.386759026505075,0.0,0.08656369529648282,3.274769593848042,-13.679750270035457,-37.21674645909961,-22.03106545254625,3.0426251205875365,90.72441836457801,96.17609974381932,10.865375090861326,-13.589699028180334,29.76491452178573,120.37671043306796,94.49669524079883
59.12999998,-6.811432814720885,-1.8837942480085403,2.481559281987712,0.13639327296013942,0.9050143447460148,0.04145896050085646,24.991428614191584,4.952752949066658,1.1350894472135806,15.193365595952217,8.181327557373677,-16.128665568817624,0.0,-3.4336009480640133,-2.0331273538844425,4.272252615158429,41.235134114183744,-12.76399206582449,-11.842157504009354,0.0,0.09956594095670068,3.792797008455298,-13.238230357526833,-36.93710351468591,-22.12145918799936,3.0938380704951123,91.6187572801844,96.26487762627734,9.471068855908724,-13.622259066439296,29.615221411795623,119.34932234313827,94.30292572469592
59.136666639999994,-6.837639123644042,-2.1687883563417034,2.3799236169565345,0.1372316111873736,0.8989022891071281,0.04155256747124682,24.98349076536322,5.436694569196058,1.7230250296844054,16.93200675752272,9.00717111668672,-16.891345183847125,0.0,-1.9424980301525363,-2.6453590710667108,3.748213665741548,44.90884399971097,-12.3669244197309,-13.44868455623869,0.0,0.17055400253313097,4.322979277117263,-12.699635651637033,-36.53319647596651,-22.229275870149436,3.2489037972641244,92.50634869793588,96.35795330645216,7.991744646876818,-13.614458887449823,29.395644066609847,118.23585615993325,94.09888085470743
59.143333319999996,-6.926346445547456,-2.4709640568192803,2.263018008209047,0.13801325601910977,0.8928314442932491,0.041724756377481916,25.03151049551028,5.951639432281897,2.3020988741695296,18.839755805934644,9.93311286414361,-17.723170964031006,0.0,-0.2834933727033211,-3.2901434354099393,3.2924956410118917,48.622825362063715,-11.77665297810514,-15.206340183193088,0.0,0.2995278800257737,4.865316399833935,-12.06396615236606,-36.00502534294142,-22.354515498996474,3.5078223008945737,93.38719261783248,96.45532678434378,6.427402463765607,-13.56629849121191,29.1061824862284,117.03631188345288,93.88456063083338
