PacketCounter,SampleTimeFine,_Quat_W,_Quat_X,_Quat_Y,_Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
3280,1172708638,0.136560127,0.734729052,-0.092059948,0.658064961,16.85281563,0.367380649,13.16651058,-69.46255493,-187.3729858,-15.84414577,-0.876464844,-0.885253906,0.622070313, 
3281,1172716971,0.139900222,0.741942346,-0.096764214,0.648526013,16.10192299,0.697283566,14.891716,-73.57650757,-166.9741058,-10.58869934,-0.883789063,-0.890625,0.629394531, 
3282,1172725304,0.143825516,0.747855663,-0.101491116,0.640098155,14.69633389,0.594508052,16.67580032,-80.79936981,-143.1564178,-11.69079399,-0.810546875,-0.894042969,0.645019531, 
3283,1172733637,0.148606837,0.752564073,-0.105558492,0.632788062,13.80366898,-0.681351423,18.38656044,-84.59119415,-118.7052765,-22.1347599,-0.833984375,-0.896972656,0.647460938, 
3284,1172741970,0.154120341,0.756029844,-0.108566195,0.626800776,13.63827324,-3.55675292,19.77992058,-83.57107544,-90.90232086,-34.94948578,-0.754394531,-0.8984375,0.6484375, 
3285,1172750303,0.159610569,0.758134902,-0.110378288,0.622553468,13.37321663,-8.261483192,20.36930847,-73.30638885,-58.65677643,-41.47697449,-0.782714844,-0.903808594,0.640625, 
3286,1172758636,0.163180038,0.759124398,-0.110946164,0.620317161,13.03295803,-11.85875988,20.23931885,-42.01812744,-28.3458252,-31.8975029,-0.716308594,-0.907226563,0.63671875, 
3287,1172766969,0.163663089,0.759090364,-0.110550806,0.6203022,12.72581673,-11.65380478,19.50905418,-0.495533019,1.048608541,-9.077583313,-0.754882813,-0.912109375,0.634765625, 
3288,1172775302,0.161743194,0.758057415,-0.109448634,0.622261405,11.89399242,-8.747437477,18.1667881,31.39643288,28.00149345,9.956539154,-0.70703125,-0.904296875,0.638671875, 
3289,1172783635,0.158837616,0.756213427,-0.107655831,0.625557542,10.74221134,-6.215410233,16.46084213,47.76418304,49.04587555,15.43350029,-0.765136719,-0.905273438,0.641601563, 
3290,1172791968,0.155398011,0.75377965,-0.105278023,0.629749358,10.65471363,-3.867341995,14.5679369,58.43459702,63.71992874,16.66489983,-0.729492188,-0.903320313,0.642089844, 
3291,1172800301,0.151684299,0.749892592,-0.102653153,0.635700464,17.7095089,-3.407118082,12.43650436,62.80860519,94.87501526,22.45038986,-0.793945313,-0.897949219,0.642089844, 
3292,1172808634,0.147704318,0.74298507,-0.098178536,0.64538157,6.382360458,-2.386438131,11.5122633,80.76014709,162.9600067,17.62563515,-0.765136719,-0.899414063,0.643066406, 
3293,1172816967,0.144306228,0.738677263,-0.095775425,0.651427925,5.710888863,2.002063036,11.21725368,56.73423767,99.59579468,22.85494995,-0.834960938,-0.896972656,0.634277344, 
3294,1172825300,0.138245761,0.73208034,-0.091755733,0.660702229,20.38912964,-3.844297409,1.036442399,98.0433197,152.2735291,39.57405472,-0.819335938,-0.898925781,0.638183594, 
3295,1172833633,0.132303208,0.727016807,-0.086599752,0.668163836,24.09867477,20.05324554,-12.77985287,107.7358093,122.7210312,21.8136158,-0.891601563,-0.890625,0.638671875, 
3296,1172841966,0.130828679,0.717562854,-0.091270998,0.677980125,26.35371208,2.396012306,-19.99679375,-32.32469177,173.7024994,88.40651703,-0.875976563,-0.890625,0.627441406, 
3297,1172850299,0.125607908,0.707513392,-0.089512423,0.689663053,5.560537338,-7.714375973,-4.532222271,65.77237701,204.8889008,64.10909271,-0.963867188,-0.884277344,0.594726563, 
3298,1172858632,0.121301942,0.699609578,-0.089239694,0.698475957,11.46287918,1.220546126,1.716142654,43.01627731,154.9013519,62.2208252,-0.956054688,-0.875488281,0.596191406, 
3299,1172866965,0.1171645,0.692272782,-0.087366201,0.706681132,7.881945133,-5.973125935,10.73303032,56.90624237,146.7519989,43.56157684,-1.02734375,-0.87109375,0.570800781, 
3300,1172875298,0.11352203,0.686492383,-0.084933199,0.713180959,7.950055599,-1.87686038,11.2127409,58.15550995,116.6303711,28.72616005,-1.015625,-0.8671875,0.571777344, 
3301,1172883631,0.110221326,0.681981802,-0.081890486,0.718363345,9.225162506,-1.883710504,3.288725376,61.2869339,93.34614563,16.15773201,-1.079589844,-0.865722656,0.5546875, 
3302,1172891964,0.107149132,0.677776217,-0.078229457,0.723200321,9.334335327,-1.198994875,-2.273696423,65.39846802,87.9938736,7.153530598,-1.064941406,-0.866699219,0.559570313, 
3303,1172900297,0.103928439,0.673429608,-0.074509837,0.728107095,8.505339622,-0.008349153,-1.412114501,67.15892792,90.26845551,8.419890404,-1.120117188,-0.865234375,0.539550781, 
3304,1172908630,0.100922875,0.668761373,-0.071310334,0.733135521,10.53660393,0.445050597,0.734861016,59.6992569,93.80698395,11.50385094,-1.098144531,-0.861328125,0.541015625, 
3305,1172916963,0.098397613,0.663993895,-0.068913601,0.738025069,8.208189964,0.74755466,2.902431488,46.83862686,93.17289734,14.03216457,-1.149902344,-0.862304688,0.516601563, 
3306,1172925296,0.096573256,0.660144627,-0.067690119,0.741822422,8.114030838,1.96475184,2.743828058,28.81592941,72.6848526,15.20977783,-1.132324219,-0.859375,0.514648438, 
3307,1172933629,0.09523733,0.656737924,-0.067413859,0.745037138,8.90887928,0.508638442,0.668804348,14.68763256,62.35163498,17.71191788,-1.187988281,-0.85546875,0.48828125, 
3308,1172941962,0.093707681,0.653775811,-0.067002796,0.747867942,8.596740723,-0.524545193,0.720786572,18.10595131,54.05151367,17.50206566,-1.174804688,-0.857910156,0.482421875, 
3309,1172950295,0.092082128,0.651076376,-0.066422626,0.750472009,8.71486187,-0.543306887,2.594290018,20.77518845,49.71410751,16.49775124,-1.229980469,-0.854980469,0.458984375, 
3310,1172958628,0.090614781,0.648727298,-0.065633103,0.752750993,8.783858299,1.060901999,3.784600973,21.72508049,43.33485794,12.19997025,-1.213867188,-0.853515625,0.458984375, 
3311,1172966961,0.089584962,0.646991491,-0.06541457,0.754385591,9.646821976,1.726285696,2.473975658,12.0342865,31.18371773,11.46608448,-1.268554688,-0.847167969,0.433105469, 
3312,1172975294,0.088692687,0.645208836,-0.065684162,0.755992591,10.45787048,1.359835267,1.976696372,5.722213745,30.68715668,14.3355751,-1.251953125,-0.849609375,0.430664063, 
3313,1172983627,0.0879412,0.643444836,-0.066096485,0.757546425,8.371675491,0.353585005,2.82727766,2.906616926,30.23562813,14.11267757,-1.3046875,-0.844726563,0.405761719, 
3314,1172991960,0.087567933,0.642199636,-0.066351175,0.758623123,8.70408535,0.016748667,2.208136082,1.453953981,20.88427925,7.678522587,-1.286621094,-0.841308594,0.397949219, 
3315,1173000293,0.087497145,0.641040981,-0.066619836,0.759587109,8.271055222,-0.751483202,2.098387003,-1.419054747,19.50415802,4.482454777,-1.337402344,-0.842285156,0.373046875, 
3316,1173008626,0.087747745,0.640126824,-0.066696174,0.760322154,8.353673935,-1.441476822,1.908548117,-2.108769178,15.20447063,-1.116499066,-1.321289063,-0.840332031,0.3671875, 
3317,1173016959,0.088199161,0.63932097,-0.066496313,0.760965168,9.765201569,-0.741837978,2.075820446,-0.992065132,14.03300476,-5.811255455,-1.373046875,-0.83203125,0.330566406, 
3318,1173025292,0.08877714,0.638472497,-0.066322394,0.761625111,10.53964233,-0.21775575,2.361909628,-2.363861322,14.46529579,-6.894329071,-1.354492188,-0.833984375,0.322753906, 
3319,1173033625,0.089455843,0.637716711,-0.066219024,0.762187779,10.35839748,-0.298915714,1.75276947,-4.012470722,12.89189053,-7.48594141,-1.411132813,-0.82421875,0.288085938, 
3320,1173041958,0.090209469,0.636882901,-0.066123076,0.762804151,10.59107208,-0.228859127,1.62502563,-4.732128143,14.00060272,-8.12032795,-1.380371094,-0.826171875,0.275390625, 
3321,1173050291,0.09104608,0.636014223,-0.066033058,0.763437271,9.719100952,-0.392607838,2.237850189,-5.611030579,14.82148838,-8.837451935,-1.431640625,-0.81640625,0.233398438, 
3322,1173058624,0.09205734,0.635163963,-0.065985173,0.764027476,9.943945885,-0.208032772,2.54290843,-7.541396141,14.12844467,-10.42033577,-1.404785156,-0.814453125,0.214355469, 
3323,1173066957,0.093197279,0.634438396,-0.065997884,0.764490843,9.04096508,-0.408395559,1.832943678,-9.314746857,11.97915268,-11.46854591,-1.452636719,-0.805175781,0.167480469, 
3324,1173075290,0.09434025,0.633688211,-0.065984152,0.76497376,10.42500591,0.807896197,1.694475651,-9.023077965,12.22118187,-11.731143,-1.4140625,-0.800292969,0.14453125, 
3325,1173083623,0.095408782,0.632743239,-0.066261813,0.76559931,9.492918968,-0.031961795,2.3009758,-11.61731529,15.29358578,-8.00053215,-1.453125,-0.788574219,0.098632813, 
3326,1173091956,0.096353956,0.631940544,-0.066527963,0.766120732,9.840500832,0.384364903,1.264045119,-10.27407646,12.57598972,-7.116788387,-1.416015625,-0.784667969,0.078125, 
3327,1173100289,0.097008541,0.630944192,-0.066883415,0.76682806,10.12710476,0.403744787,2.631257772,-8.832354546,16.06170464,-2.806091547,-1.447265625,-0.768066406,0.029785156, 
3328,1173108622,0.097512662,0.629940271,-0.067372806,0.767546415,9.198687553,-0.033227697,2.744049072,-8.883300781,15.71557903,-0.080941007,-1.404785156,-0.7578125,0.013671875, 
3329,1173116955,0.097933315,0.629172564,-0.067960031,0.768070638,10.2076416,0.453711092,1.6178298,-9.111932755,11.53774071,1.21412766,-1.432617188,-0.744140625,-0.026367188, 
3330,1173125288,0.098219089,0.628179967,-0.068629697,0.768786728,9.953100204,-0.182321087,2.501568794,-8.887886047,15.13383007,3.773682117,-1.385253906,-0.733398438,-0.03515625, 
3331,1173133621,0.098503552,0.627322972,-0.069241285,0.769395053,9.648303032,-0.006439152,2.098478079,-8.232186317,13.05013657,3.058686495,-1.409667969,-0.71484375,-0.074707031, 
3332,1173141954,0.098798469,0.626499474,-0.069974154,0.769961536,9.765283585,-0.266925752,2.136937618,-9.567559242,11.98412037,3.857747316,-1.362304688,-0.700195313,-0.080566406, 
3333,1173150287,0.099037103,0.625640035,-0.07061848,0.770570636,9.234717369,-0.620219588,2.390350342,-8.18625927,12.99434757,3.831902981,-1.393066406,-0.686523438,-0.115722656, 
3334,1173158620,0.099323258,0.624869645,-0.071177147,0.771107435,9.015322685,-0.56126076,2.151226521,-7.597441673,11.40198898,2.360570431,-1.345214844,-0.673339844,-0.116699219, 
3335,1173166953,0.099531703,0.624133289,-0.071686491,0.771629572,9.245152473,-0.542437315,2.463008881,-6.412269115,11.09605026,2.751520157,-1.3671875,-0.655273438,-0.145996094, 
3336,1173175286,0.099640332,0.623441756,-0.072133191,0.772132874,9.443386078,-0.345224619,2.240306139,-4.810814857,10.25979519,3.15696764,-1.326171875,-0.641601563,-0.141601563, 
3337,1173183619,0.099719346,0.622725129,-0.07259997,0.772657096,9.683163643,0.065528974,2.431872129,-4.821163177,10.83516788,3.744174004,-1.35546875,-0.620117188,-0.170898438, 
3338,1173191952,0.099757984,0.622013271,-0.073164217,0.773171902,9.673575401,-0.002083885,2.551786661,-5.470689297,10.35065079,4.941946983,-1.312988281,-0.609863281,-0.160644531, 
3339,1173200285,0.099773332,0.621382773,-0.073773272,0.773618877,10.02958202,0.173510656,1.972209692,-5.748449802,8.998217583,5.447034359,-1.338867188,-0.588378906,-0.191894531, 
3340,1173208618,0.099725619,0.620576024,-0.074420556,0.774210453,9.612483978,-0.014331955,2.793386698,-5.669839382,11.8206768,6.777796268,-1.3046875,-0.575195313,-0.182617188, 
3341,1173216951,0.099794231,0.619908273,-0.075147286,0.77466625,9.432733536,-0.577052116,2.018277407,-7.497543812,9.364142418,5.932424545,-1.333496094,-0.553710938,-0.213378906, 
3342,1173225284,0.099818632,0.619192064,-0.075833321,0.775168777,9.513250351,-0.710353673,1.88370645,-6.670050144,10.12485886,6.127629757,-1.299316406,-0.541503906,-0.211914063, 
3343,1173233617,0.099803023,0.618450284,-0.076413862,0.775705814,9.536502838,-0.414894074,1.997707844,-5.239776611,10.95760441,5.772974968,-1.324707031,-0.520507813,-0.239257813, 
3344,1173241950,0.099832326,0.617706835,-0.077070072,0.776229322,9.564811707,-0.00160192,2.355629444,-6.402715206,10.64598179,5.874612808,-1.298339844,-0.504394531,-0.232421875, 
3345,1173250283,0.099851839,0.616912842,-0.077830404,0.776782334,9.490916252,-0.248886764,2.667865753,-7.511760235,11.44102192,7.004405975,-1.318847656,-0.479980469,-0.266113281, 
3346,1173258616,0.099886648,0.616152048,-0.078695074,0.77729404,9.700339317,0.01151761,2.366675615,-8.707432747,10.45838356,7.588179588,-1.293945313,-0.464355469,-0.262207031, 
3347,1173266949,0.099894702,0.615300298,-0.07965187,0.777870119,9.826831818,0.094679199,2.934022188,-9.568301201,11.97159576,8.886641502,-1.311035156,-0.442382813,-0.293945313, 
3348,1173275282,0.099951915,0.614414811,-0.080793515,0.778445005,9.711755753,0.25488025,2.817351818,-11.9699707,11.97098255,9.916362762,-1.283203125,-0.426757813,-0.291992188, 
3349,1173283615,0.100090757,0.613479733,-0.082093544,0.779028416,10.26376247,-0.205432236,2.56059885,-14.45273495,12.59963512,10.49127483,-1.297851563,-0.40234375,-0.327636719, 
3350,1173291948,0.100195602,0.612423301,-0.083404556,0.779706419,10.02271557,-0.343935698,2.658617973,-14.31285667,14.49729156,11.17089748,-1.268066406,-0.384277344,-0.321777344, 
3351,1173300281,0.10037297,0.611294448,-0.084761232,0.780422747,10.22941875,-0.119993187,2.306130171,-15.50051689,15.76358509,10.95766068,-1.272949219,-0.360351563,-0.356445313, 
3352,1173308614,0.100624077,0.610004723,-0.086136311,0.781248629,10.16292477,-0.589650452,2.255799532,-16.38028717,18.33044052,10.616889,-1.2421875,-0.345214844,-0.350097656, 
3353,1173316947,0.100927517,0.608630121,-0.087430067,0.782137334,10.23688889,-0.86404264,2.220573187,-16.01915359,20.08240509,9.602693558,-1.246582031,-0.321777344,-0.381835938, 
3354,1173325280,0.101228021,0.607085466,-0.088583268,0.783168435,10.06163025,-0.682941675,2.384469271,-14.51049995,23.16285515,8.81789875,-1.215332031,-0.307617188,-0.373535156, 
3355,1173333613,0.101576194,0.605475962,-0.089687899,0.784242928,9.987188339,-0.72704643,2.086509943,-14.46188545,24.48255539,8.080643654,-1.216796875,-0.282714844,-0.402832031, 
3356,1173341946,0.101976432,0.603857994,-0.090756476,0.785314858,10.35491848,-0.694738984,1.336501956,-14.48898506,24.53972244,7.180661678,-1.190429688,-0.265625,-0.393066406, 
3357,1173350279,0.10219682,0.60197717,-0.091662258,0.786623895,10.4045887,-0.635801613,3.24318409,-11.34186459,29.47741318,8.476513863,-1.188964844,-0.240234375,-0.416992188, 
3358,1173358612,0.10250368,0.600120783,-0.092567943,0.787895381,10.3168087,-0.2905671,2.621694326,-12.0292244,28.8937397,7.416441441,-1.158203125,-0.229492188,-0.408203125, 
3359,1173366945,0.10292168,0.598084688,-0.093476914,0.789280593,10.7892704,0.829410374,2.719314098,-13.13266277,32.03346634,6.668890953,-1.159179688,-0.208007813,-0.426757813, 
3360,1173375278,0.104190156,0.595846891,-0.090892576,0.791106582,17.79764748,-3.259102345,2.359010935,18.10235977,43.77230072,-30.45712471,-1.133789063,-0.192382813,-0.414550781, 
3361,1173383611,0.107870579,0.593002915,-0.089683905,0.792886198,0.096997067,15.72514725,5.708945751,-17.58442879,51.14651108,-44.68499374,-1.128417969,-0.182128906,-0.435058594, 
3362,1173391944,0.10894499,0.589710414,-0.091546394,0.794979155,15.81850052,-9.194002151,-0.480352819,-30.0663147,50.71530914,9.743110657,-1.1015625,-0.162109375,-0.420410156, 
3363,1173400277,0.110805646,0.587249458,-0.091660455,0.796529055,9.014413834,2.454212189,4.63551712,-16.79740906,40.93511581,-14.84322071,-1.103027344,-0.148925781,-0.435058594, 
3364,1173408610,0.111627676,0.583889365,-0.092937231,0.798733413,10.83607006,-2.084764242,2.369946003,-21.66404915,52.88785553,8.021211624,-1.082519531,-0.133789063,-0.422851563, 
3365,1173416943,0.112789266,0.580893159,-0.094157249,0.800609767,10.0883646,-2.700567961,2.19275713,-23.65467644,46.87996292,2.899884224,-1.080078125,-0.110839844,-0.438964844, 
3366,1173425276,0.113221243,0.577568829,-0.094959728,0.802856088,10.76094723,-3.797289133,2.719163895,-13.2255373,53.04933548,8.567229271,-1.0625,-0.096679688,-0.419921875, 
3367,1173433609,0.113369778,0.57418251,-0.095448777,0.805202723,10.83118057,-4.200345993,3.19491148,-7.513571739,54.74913025,9.471543312,-1.064453125,-0.075195313,-0.438964844, 
3368,1173441942,0.113153905,0.570726991,-0.095603123,0.807667553,10.80264187,-3.634891033,1.724879742,-0.856696308,56.40068054,11.09667015,-1.046875,-0.062988281,-0.42578125, 
3369,1173450275,0.112661742,0.567149758,-0.095329911,0.810284197,11.37992573,-2.770557642,3.216740608,6.045299053,59.33612061,11.24864197,-1.047363281,-0.044433594,-0.440917969, 
3370,1173458608,0.112050772,0.563324869,-0.094858013,0.813087702,11.39303017,-2.140983582,2.933942795,9.09901619,63.6233902,11.59313488,-1.028320313,-0.03125,-0.428710938, 
3371,1173466941,0.111314252,0.559348106,-0.09427312,0.815997183,11.55561924,-1.577841878,2.70956111,11.18687057,66.23490906,12.52755165,-1.036621094,-0.016113281,-0.445800781, 
3372,1173475274,0.110570684,0.555017352,-0.093482748,0.819140375,12.06831646,-1.196416378,4.62428236,13.35900307,72.23181915,11.79104614,-1.015625,-0.002441406,-0.434082031, 
3373,1173483607,0.109782077,0.550389588,-0.09268783,0.822452605,11.5629549,-1.002295613,3.270547628,13.46945953,76.89781952,12.95481586,-1.017089844,0.016113281,-0.44921875, 
3374,1173491940,0.109003253,0.545569897,-0.091927417,0.825845897,11.77300262,-0.468421698,3.291723967,12.87231731,79.56604767,13.41949177,-0.999511719,0.025390625,-0.441894531, 
3375,1173500273,0.108287044,0.54034096,-0.091037348,0.829468608,12.06197834,0.156291321,4.560857296,13.49619484,86.28423309,12.64807606,-1.005859375,0.040039063,-0.455078125, 
3376,1173508606,0.107766576,0.534849942,-0.090287559,0.833168626,11.66006756,0.179573968,3.387778759,10.20423508,89.81439972,11.85237026,-0.986816406,0.051757813,-0.451171875, 
3377,1173516939,0.107356653,0.529073,-0.089599662,0.836975574,12.30799198,0.14316605,3.837883949,8.33579731,93.99168396,11.6042757,-0.9921875,0.065429688,-0.467773438, 
3378,1173525272,0.107054099,0.522860348,-0.088892803,0.840984285,12.50536251,0.421284825,3.917945623,7.418142319,100.576889,11.01482296,-0.975585938,0.07421875,-0.462402344, 
3379,1173533605,0.107030705,0.51622951,-0.088265844,0.845139384,12.67219925,0.188514382,2.512382269,4.010268688,106.7468185,9.137188911,-0.974121094,0.086425781,-0.477050781, 
3380,1173541938,0.107266799,0.509255588,-0.087542243,0.84940505,13.54220104,-0.536410689,1.723339677,2.95367384,111.9300537,5.974752426,-0.958496094,0.094726563,-0.465820313, 
3381,1173550271,0.107436448,0.501832187,-0.086709492,0.853875458,15.43432713,-0.34909445,3.802041054,4.244036674,118.7420731,6.86883688,-0.959472656,0.104492188,-0.4921875, 
3382,1173558604,0.107656837,0.4934524,-0.086071745,0.858781934,15.83461571,1.080199718,4.129012585,0.75546515,132.7217255,9.372202873,-0.94140625,0.105957031,-0.489746094, 
3383,1173566937,0.108813308,0.484217376,-0.085646346,0.863920093,15.97962666,3.385290861,1.884622097,-9.14145565,145.2205658,1.14637351,-0.944824219,0.118652344,-0.509277344, 
3384,1173575270,0.111004151,0.474395663,-0.085473701,0.869092166,15.28956699,2.985194206,3.163607121,-19.82473373,153.2438812,-8.747445107,-0.92578125,0.120605469,-0.503417969, 
3385,1173583603,0.113962576,0.464055032,-0.085365467,0.874287248,19.00274277,1.381700158,4.128728867,-26.41156387,160.414505,-16.82628632,-0.929199219,0.126464844,-0.52734375, 
3386,1173591936,0.117414407,0.452265084,-0.085181907,0.880008042,20.29174232,2.365566254,2.561794043,-30.28611374,181.9042053,-20.7344799,-0.915527344,0.126464844,-0.524414063, 
3387,1173600269,0.121779367,0.439218581,-0.084958844,0.886024296,19.79829597,3.654210091,0.968047917,-37.19314957,200.0699768,-30.06221771,-0.91015625,0.124511719,-0.549316406, 
3388,1173608602,0.127176464,0.425014943,-0.084689654,0.892197311,19.91581345,5.150345802,0.188106537,-44.60504913,216.4511871,-41.30901718,-0.895996094,0.117675781,-0.545410156, 
3389,1173616935,0.133925691,0.409584075,-0.084716909,0.898402989,20.30377388,5.977949619,-0.407913327,-58.27061844,232.7084198,-54.67493439,-0.888183594,0.113769531,-0.578125, 
3390,1173625268,0.142068237,0.392765313,-0.085405402,0.904576182,20.48037148,5.745347023,-0.794963658,-76.89073181,250.1770935,-66.60029602,-0.872070313,0.108398438,-0.580566406, 
3391,1173633601,0.151416004,0.374220252,-0.087359183,0.910714507,19.91281891,3.44448638,1.617384315,-102.5475464,270.3167419,-72.80658722,-0.861816406,0.102050781,-0.611328125, 
3392,1173641934,0.160300881,0.3541013,-0.090001665,0.916960001,18.30735588,-2.09313345,9.722550392,-111.9874115,288.743927,-61.33649826,-0.845214844,0.094726563,-0.622558594, 
3393,1173650267,0.16771026,0.333971947,-0.091024466,0.923065901,19.35218048,-5.967957973,8.763407707,-84.52677155,289.7875671,-50.92744064,-0.83203125,0.091796875,-0.657226563, 
3394,1173658600,0.172452167,0.312767208,-0.090294585,0.929668546,19.0710659,1.555290341,1.551451683,-51.92877197,306.6094666,-22.6008091,-0.810546875,0.077636719,-0.665527344, 
3395,1173666933,0.1746023,0.29142496,-0.090374611,0.936171889,10.02850246,3.060566664,-1.893784881,-51.5390625,302.6156311,13.933074,-0.797363281,0.077148438,-0.701660156, 
3396,1173675266,0.17593056,0.273319393,-0.092641793,0.941149473,9.273381233,3.23623085,-3.423132896,-70.56716919,248.7776794,25.61599922,-0.782226563,0.062988281,-0.709960938, 
3397,1173683599,0.176113993,0.255869329,-0.095173955,0.94575727,10.58338261,-0.684497178,-4.56729269,-68.53801727,236.5729828,39.67599487,-0.76953125,0.065917969,-0.7421875, 
3398,1173691932,0.17412509,0.239438459,-0.095091507,0.95042485,6.126330376,-1.607549429,-4.263387203,-24.40185356,227.2793732,57.5581398,-0.758300781,0.051757813,-0.747070313, 
3399,1173700265,0.171585247,0.226655766,-0.093750685,0.954147041,2.280676603,1.412159324,-3.463527679,1.418879986,178.5091705,53.56304169,-0.748535156,0.049804688,-0.771484375, 
3400,1173708598,0.170299336,0.217638686,-0.093099713,0.956537306,1.681061506,1.813395143,-3.883110285,-4.421286583,125.2280121,31.2726059,-0.744628906,0.040527344,-0.774414063, 
3401,1173716931,0.17037344,0.21211794,-0.093415864,0.957732856,0.252769381,0.187748387,-4.301980019,-14.50422478,74.84321594,8.991051674,-0.7421875,0.035644531,-0.790527344, 
3402,1173725264,0.170399472,0.210667685,-0.093956068,0.957995534,1.160117865,1.068412662,-4.652619362,-9.032453537,18.23023224,2.880462408,-0.744140625,0.0234375,-0.78515625, 
3403,1173733597,0.169820577,0.212359548,-0.095336564,0.957588375,3.370940208,-1.985732555,-6.027998924,-11.79677677,-28.15962601,7.637749672,-0.75,0.014648438,-0.799804688, 
3404,1173741930,0.167949513,0.21551241,-0.094549462,0.957291901,6.48156929,-3.220530272,-6.148591042,24.02953911,-43.40484619,16.6785717,-0.758789063,0.006835938,-0.7890625, 
3405,1173750263,0.166072994,0.218134746,-0.091858529,0.957287371,5.04637289,-1.352693558,-4.488391876,48.30966949,-31.46842384,12.45967197,-0.766113281,-0.005859375,-0.801269531, 
3406,1173758596,0.164935991,0.221631333,-0.088487551,0.956998229,1.727174044,-1.231071591,-3.497437239,56.64184952,-41.01286316,-1.060689807,-0.775390625,-0.01953125,-0.78515625, 
3407,1173766929,0.164000735,0.22717762,-0.084393993,0.956227839,1.040416837,-0.9480142,-3.614569426,69.6399231,-67.90116882,-9.510824203,-0.787109375,-0.027832031,-0.798828125, 
3408,1173775262,0.162709698,0.234427154,-0.079808511,0.955091774,1.298343301,0.120376088,-3.541630745,80.61173248,-90.40726471,-9.159628868,-0.797363281,-0.052246094,-0.781738281, 
3409,1173783595,0.1609357,0.243033201,-0.075209744,0.953613281,1.889273047,1.585771441,-2.949453115,85.02754211,-110.1653976,-5.126148701,-0.813476563,-0.069335938,-0.784179688, 
3410,1173791928,0.159104764,0.252531439,-0.071076542,0.951767564,2.664148569,2.810291767,-2.429655552,80.67771912,-123.8395386,-4.563481808,-0.830078125,-0.087402344,-0.764160156, 
3411,1173800261,0.157762587,0.262608051,-0.067709252,0.949506819,2.344156981,2.901003122,-1.824662209,69.84547424,-134.3920135,-9.769414902,-0.845214844,-0.10546875,-0.773925781, 
3412,1173808594,0.156735569,0.273729831,-0.065146752,0.946711004,1.939477801,2.480099678,-1.238887072,59.93742371,-151.0763397,-13.11961174,-0.862792969,-0.123535156,-0.748535156, 
3413,1173816927,0.155692056,0.286058217,-0.063523345,0.943342566,2.489886761,2.381433249,-0.936312973,49.89110184,-171.3292694,-11.67865086,-0.88671875,-0.142089844,-0.754882813, 
3414,1173825260,0.154535905,0.299328715,-0.062780499,0.93945694,3.512947321,2.028518915,-0.799242973,40.43264389,-187.2171631,-8.685657501,-0.903808594,-0.16015625,-0.7265625, 
3415,1173833593,0.153484061,0.31316933,-0.062734418,0.935110688,4.370298386,1.97296989,-0.461573422,31.86143684,-198.2225952,-8.634634972,-0.932128906,-0.177246094,-0.731445313, 
3416,1173841926,0.152761266,0.32736513,-0.063382894,0.930310965,4.799294472,1.983382463,0.050752684,21.81312561,-205.5682068,-11.14007759,-0.956542969,-0.191894531,-0.700195313, 
3417,1173850259,0.15242514,0.341872424,-0.064810529,0.925034821,4.891171932,1.822371602,0.533123493,10.40111732,-213.3551178,-13.84884262,-0.990722656,-0.212402344,-0.701171875, 
3418,1173858592,0.152334332,0.356904626,-0.066997819,0.919197798,5.176997662,1.355722904,0.857475519,0.117254339,-223.6844025,-15.03929424,-1.010742188,-0.235351563,-0.666992188, 
3419,1173866925,0.152277634,0.372388601,-0.069798507,0.912834346,5.918532848,0.994986653,1.279152393,-7.275600433,-233.5936127,-13.98119354,-1.041015625,-0.249511719,-0.666015625, 
3420,1173875258,0.152263343,0.388216436,-0.073060445,0.905961335,6.937386513,0.808167875,1.651967525,-13.13181496,-241.0784454,-13.54745293,-1.065429688,-0.276855469,-0.630859375, 
3421,1173883591,0.152432039,0.40402317,-0.076718949,0.898690104,7.975094795,0.74084115,2.154662371,-19.41544151,-243.9564667,-14.52342606,-1.100097656,-0.294433594,-0.624023438, 
3422,1173891924,0.152724564,0.419681191,-0.080631696,0.891090035,8.584187508,0.00239631,2.655899525,-23.97796631,-243.9733429,-15.16112995,-1.123535156,-0.320800781,-0.580078125, 
3423,1173900257,0.152924851,0.435257375,-0.084451474,0.883194804,8.707575798,-0.581527889,2.965734243,-22.73190308,-244.9556122,-15.11151505,-1.162109375,-0.345214844,-0.5703125, 
3424,1173908590,0.152889997,0.451074541,-0.088016815,0.874876797,8.932754517,-1.20269382,3.04552722,-18.29352379,-249.7711182,-14.9149456,-1.176757813,-0.375488281,-0.5234375, 
3425,1173916923,0.152575389,0.467157751,-0.090987846,0.86614424,9.777177811,-1.328613758,3.0883255,-9.273886681,-255.0132599,-16.46014214,-1.223632813,-0.405273438,-0.5078125, 
3426,1173925256,0.152140409,0.483449787,-0.093273252,0.856988549,10.65853691,-1.321236372,3.291044474,-0.500916064,-258.5509644,-20.5494194,-1.229003906,-0.440429688,-0.448730469, 
3427,1173933589,0.151549861,0.499748886,-0.094755284,0.847528636,11.82472038,-1.569657326,3.44082427,9.700910568,-259.5568542,-24.73468781,-1.276367188,-0.473632813,-0.423339844, 
