PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
49,1211182099,0.642044067,0.317688793,-0.650196373,0.25317651,9.624599457,1.117310047,-2.129663229,-14.82194805,-61.47812271,32.44176483,-0.905761719,0.256835938,-0.486816406
50,1211190432,0.63909483,0.316422075,-0.654056132,0.252281249,10.27519512,1.777746558,-1.994997501,-20.34222031,-59.92778778,30.53940773,-0.895996094,0.258789063,-0.474609375
51,1211198765,0.63672787,0.314321101,-0.658025146,0.250565886,9.953472137,2.44707489,-1.60152185,-37.95050812,-56.53674698,29.25757408,-0.923339844,0.268066406,-0.474609375
52,1211207098,0.634611785,0.311618119,-0.662225723,0.24823305,9.025128365,2.900920868,-1.937090874,-50.70539093,-56.66744995,29.47371864,-0.914550781,0.268554688,-0.463378906
53,1211215431,0.632644057,0.308086425,-0.666912556,0.24509646,8.39835453,1.998372316,-1.661298752,-67.53996277,-60.39796448,31.54630089,-0.942871094,0.284667969,-0.454101563
54,1211223764,0.63059473,0.304234564,-0.67189604,0.241552651,8.559891701,0.882271826,-1.637502551,-74.72036743,-64.14368439,32.52752686,-0.93359375,0.288574219,-0.439941406
55,1211232097,0.628232896,0.300903291,-0.676694036,0.238466084,9.400074005,0.618561029,-1.634909511,-64.05132294,-65.46908569,31.88715553,-0.960449219,0.298828125,-0.424316406
56,1211240430,0.625496805,0.298376292,-0.681198299,0.235997558,10.609828,0.195473284,-1.868922234,-48.8424263,-66.25958252,29.82256317,-0.952636719,0.302734375,-0.407714844
57,1211248763,0.622517109,0.296524823,-0.685335279,0.234225601,11.7294426,-0.833379507,-1.747851014,-34.31153107,-64.95019531,28.70179367,-0.982421875,0.311523438,-0.393554688
58,1211257096,0.619549274,0.295389771,-0.688863277,0.233177379,11.81562996,-1.398696303,-2.061665773,-19.44727516,-58.74410248,25.69242096,-0.966796875,0.31640625,-0.381347656
59,1211265429,0.616648614,0.294984221,-0.691721678,0.232917547,10.95063305,-1.207626939,-2.090293884,-3.887483358,-51.77607346,22.49431992,-0.999023438,0.321777344,-0.370605469
60,1211273762,0.613967597,0.294688016,-0.694257557,0.23282972,9.982193947,-1.042444706,-2.207188606,-1.181715488,-46.3680954,20.95983124,-0.985351563,0.319824219,-0.362792969
61,1211282095,0.611374259,0.294432878,-0.696684539,0.232727155,9.300416946,-0.35546723,-2.473249435,-0.982487321,-45.04001236,19.66212845,-1.014648438,0.324707031,-0.350585938
62,1211290428,0.609083772,0.29372412,-0.699250758,0.231931105,9.109493256,0.377592921,-2.175886631,-13.11057091,-44.42126846,17.82059097,-1.004882813,0.32421875,-0.33984375
63,1211298761,0.607010484,0.292453825,-0.702133775,0.230256289,9.29963398,-0.109503292,-2.838077784,-28.15270996,-46.98803329,16.3970871,-1.025878906,0.332519531,-0.328125
64,1211307094,0.605091751,0.290900767,-0.70513314,0.228097185,9.953043938,-1.295651913,-2.959608793,-36.17827988,-47.27151489,15.11292458,-1.016113281,0.333496094,-0.315429688
65,1211315427,0.603631973,0.289193541,-0.707842231,0.225732371,10.71356297,-1.567985415,-2.792053699,-40.3826561,-40.99340439,12.24713898,-1.042480469,0.336914063,-0.298339844
66,1211323760,0.602251649,0.287981451,-0.710096896,0.223880142,10.9398737,-0.734009385,-3.262860775,-30.18569374,-35.69120026,9.670249939,-1.030761719,0.337890625,-0.285644531
67,1211332093,0.600985646,0.286797315,-0.712209404,0.222084254,10.90114594,-0.654890001,-3.085078955,-29.42158699,-33.51408386,8.908634186,-1.056152344,0.342285156,-0.271972656
68,1211340426,0.60001713,0.285698056,-0.714076817,0.220115066,10.55699539,-0.341447413,-3.22858429,-30.8410778,-29.25832176,4.802741051,-1.045898438,0.343261719,-0.26171875
69,1211348759,0.599166751,0.284836441,-0.715618193,0.218536824,9.942556381,0.49815917,-2.755371809,-24.51943779,-24.85190773,4.023681164,-1.067871094,0.346679688,-0.249023438
70,1211357092,0.598264694,0.284020275,-0.717153311,0.217032686,9.294521332,0.316588163,-2.910558462,-23.19507027,-24.88576508,4.345267296,-1.055664063,0.344726563,-0.239257813
71,1211365425,0.597351968,0.283389717,-0.718555331,0.215730324,9.02104187,-0.248267725,-2.890806437,-19.23766327,-23.93086052,3.658496618,-1.074707031,0.346191406,-0.224121094
72,1211373758,0.596300423,0.283114046,-0.719790041,0.214883685,8.930740356,-0.67791599,-2.537998438,-12.75602531,-22.99168587,4.078186035,-1.063476563,0.34375,-0.216308594
73,1211382091,0.595215857,0.283030063,-0.720916569,0.214223981,9.220992088,-0.788555682,-2.413901091,-6.912542343,-22.48528671,2.967320681,-1.083984375,0.344726563,-0.202636719
74,1211390424,0.593982816,0.283517897,-0.721761286,0.214156866,9.879065514,-0.179030806,-2.091081381,3.124310732,-20.80345535,1.908914328,-1.067382813,0.339355469,-0.196777344
75,1211398757,0.592708766,0.284008801,-0.722595394,0.214223608,10.39828396,0.039562572,-1.987864614,6.59437418,-20.83524323,2.631876707,-1.093261719,0.339355469,-0.182617188
76,1211407090,0.591362417,0.284532726,-0.723438144,0.214404613,10.54087925,-0.090391323,-1.862065554,6.566608429,-21.04053879,3.859029293,-1.083007813,0.33984375,-0.178710938
77,1211415423,0.5901739,0.284928769,-0.72421056,0.214545667,10.239254,0.298694074,-1.41286552,6.409797192,-18.9125309,3.687080383,-1.104492188,0.339355469,-0.166992188
78,1211423756,0.588907123,0.28557986,-0.724924982,0.214748099,9.699748039,0.84934181,-1.955120921,8.022471428,-19.4979229,2.003661394,-1.083496094,0.334472656,-0.160644531
79,1211432089,0.587716877,0.285743475,-0.725898623,0.214502111,9.252965927,0.509051263,-1.361672878,0.083566479,-21.39004707,3.671328306,-1.103027344,0.337890625,-0.151367188
80,1211440422,0.586617649,0.285682201,-0.726994514,0.213880628,8.85260582,0.288919181,-1.238858581,-7.304312706,-22.04105949,3.359168053,-1.090820313,0.33203125,-0.146484375
81,1211448755,0.585299492,0.285758168,-0.728181183,0.213353291,8.531523705,0.221841604,-1.601806879,-3.558971643,-25.23526001,3.480400085,-1.108398438,0.331542969,-0.128417969
82,1211457088,0.583814085,0.285605818,-0.729689598,0.212471485,8.767910004,-0.917626262,-1.076623201,-10.22787476,-29.98296928,4.919588566,-1.094238281,0.326660156,-0.118164063
