PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
16,1210915443,0.10059616,0.744888783,-0.047212634,0.657869756,15.30227757,1.493095756,14.39467335,-43.28230286,-144.3538361,-19.91593361,-0.874023438,-0.856445313,0.692382813
17,1210923776,0.104053795,0.750396371,-0.049399592,0.650875032,14.667696,0.874403,15.48805141,-50.88008499,-122.793129,-23.01962662,-0.828613281,-0.851074219,0.697753906
18,1210932109,0.108324409,0.754795253,-0.051510502,0.644900918,13.85288811,0.078349277,16.59263229,-59.45106125,-101.8498764,-28.8278923,-0.8203125,-0.854003906,0.712890625
19,1210940442,0.113173082,0.758081496,-0.053371541,0.640043914,13.80875587,-1.583218455,17.2536068,-64.10782623,-79.55073547,-34.14676285,-0.770996094,-0.849121094,0.702148438
20,1210948775,0.118097454,0.760056853,-0.054983124,0.636666179,13.4718008,-3.474509716,17.75832558,-63.64910507,-52.20153427,-34.09749603,-0.76953125,-0.864257813,0.708007813
21,1210957108,0.122320406,0.760848045,-0.056354649,0.634801149,12.41899586,-5.057255268,18.02223206,-54.96943665,-26.23327827,-27.18134499,-0.735351563,-0.855957031,0.69140625
22,1210965441,0.125391364,0.760677874,-0.057558995,0.634297669,11.30874062,-5.5206213,17.74347878,-42.04414368,-4.137064457,-15.77112007,-0.746582031,-0.8671875,0.693847656
23,1210973774,0.127223358,0.759744585,-0.058537032,0.634961426,10.71680069,-5.013286591,16.78832817,-27.45208168,13.94628429,-4.825751305,-0.731445313,-0.86328125,0.676269531
24,1210982107,0.128018931,0.758102715,-0.059230641,0.636697292,12.14702034,-4.117284775,15.53074837,-14.56698513,31.19042206,3.809365511,-0.751953125,-0.876953125,0.685546875
25,1210990440,0.127320662,0.754548311,-0.059301585,0.641038299,13.72866917,-5.090136528,13.71760368,5.303954601,74.66305542,16.38421631,-0.748535156,-0.873046875,0.665527344
26,1210998773,0.124640666,0.749713302,-0.058108721,0.647316456,9.784653664,-5.078971386,12.94402885,36.25344467,106.9611359,25.33355904,-0.785644531,-0.880859375,0.672851563
27,1211007106,0.121382065,0.744796395,-0.055891313,0.6537745,6.941330433,-3.549191475,12.61269093,51.46094894,110.4296494,20.11229515,-0.787109375,-0.87109375,0.65625
28,1211015439,0.117172047,0.739074588,-0.054178402,0.661138833,11.65185738,-5.794308186,11.07432938,55.90505219,125.7836609,36.14713669,-0.826660156,-0.877929688,0.66015625
29,1211023772,0.110032082,0.732088327,-0.050481174,0.670366824,16.87159729,-2.770731449,4.584691048,103.2161789,156.7505493,46.37075424,-0.838378906,-0.870117188,0.647460938
30,1211032105,0.103668138,0.725705802,-0.046780661,0.678539693,24.90277672,12.35076523,-7.497728825,95.47512817,141.5935516,37.36040878,-0.887695313,-0.869628906,0.657714844
31,1211040438,0.099859573,0.717460573,-0.048654798,0.687685549,15.63026619,0.758506179,-12.10722542,16.08986282,161.8467255,71.52150726,-0.897460938,-0.860839844,0.631835938
32,1211048771,0.094558656,0.710133433,-0.047041934,0.69610101,12.56325531,-2.105973005,-7.009514809,64.39830017,150.282196,49.82714081,-0.946289063,-0.861328125,0.628417969
33,1211057104,0.089332774,0.702196419,-0.046007384,0.70485723,10.10280323,-1.821792841,-0.376970828,57.69783783,158.2783813,55.43107605,-0.961425781,-0.846191406,0.608398438
34,1211065437,0.084682174,0.695036292,-0.043744419,0.712629259,8.495577812,-3.494689465,7.990925312,64.2406311,143.5835724,36.45531082,-1.007324219,-0.851074219,0.606445313
