PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
66,1211323760,0.746125996,-0.205142945,-0.202255964,-0.600255013,6.57780838,-0.818001091,7.928571701,-6.244546413,-9.83368969,-3.244760275,-0.83203125,1.590332031,-1.063476563
67,1211332093,0.745950699,-0.205243677,-0.202091962,-0.60049361,5.838332176,-0.829074264,8.033816338,-4.119409084,1.212718725,-3.129956961,-0.857910156,1.600585938,-1.0703125
68,1211340426,0.745649576,-0.205680728,-0.202145919,-0.600700021,4.166932106,-0.825856686,7.919129848,-5.869272709,-3.52861762,-3.647621632,-0.860839844,1.592773438,-1.064941406
69,1211348759,0.745359361,-0.206272244,-0.202331275,-0.600794911,5.261671066,-0.258271188,7.531605721,-6.192292213,-7.14752388,-2.228156567,-0.885253906,1.599121094,-1.076660156
70,1211357092,0.745138049,-0.206827909,-0.202398643,-0.600855529,4.537875175,-0.460789651,7.604011059,-6.343263626,-4.844856262,-1.202255487,-0.89453125,1.595214844,-1.075195313
71,1211365425,0.744858861,-0.207604647,-0.202632442,-0.600854993,5.199359417,-0.51409626,7.641294479,-7.39383173,-9.415052414,-0.781721056,-0.922851563,1.595214844,-1.082519531
72,1211373758,0.744671524,-0.208373562,-0.202769816,-0.600774705,6.144642353,-0.599960506,7.972477436,-7.462963581,-7.638267994,0.92476356,-0.931152344,1.594238281,-1.076171875
73,1211382091,0.74452281,-0.208753467,-0.2026968,-0.600851893,4.247479439,-1.263545036,8.197382927,-5.709183693,-2.408199549,-0.728904366,-0.958496094,1.599121094,-1.086425781
74,1211390424,0.744256258,-0.209445685,-0.202932104,-0.600861669,4.556597233,-1.581002712,8.324608803,-6.347489357,-7.967845917,-1.147159219,-0.965820313,1.588867188,-1.079589844
75,1211398757,0.743970573,-0.209942043,-0.203187764,-0.600955904,6.047442436,-1.20100522,7.775247574,-4.627390862,-7.06627655,-2.65486455,-0.999023438,1.589355469,-1.08984375
76,1211407090,0.743681371,-0.210285887,-0.203371063,-0.601131439,6.210103512,-0.710725546,7.914638042,-3.739089012,-4.159802914,-3.863830805,-1.009277344,1.579589844,-1.089355469
77,1211415423,0.743466258,-0.210347429,-0.203307107,-0.601397574,3.69328022,-0.829630315,7.878647804,-3.098246336,0.489167899,-4.121919155,-1.041015625,1.581054688,-1.094726563
78,1211423756,0.743061244,-0.211016342,-0.203833997,-0.601485729,4.950348854,-0.84013772,7.383981705,-4.306009293,-10.93215656,-4.012034893,-1.051269531,1.571777344,-1.098144531
79,1211432089,0.742779791,-0.211212978,-0.204039633,-0.601694465,6.471885681,-0.282583088,7.578584671,-2.283868074,-3.734376431,-4.485001564,-1.086425781,1.563476563,-1.09765625
80,1211440422,0.742540538,-0.211260512,-0.204098895,-0.60195297,4.008006096,-1.104323149,7.409721851,-1.823247075,-0.068646148,-4.77075386,-1.100097656,1.554199219,-1.09765625
81,1211448755,0.74214381,-0.211686254,-0.204635277,-0.602110505,6.3860116,-1.082855344,7.216434002,-2.07621336,-9.47977829,-5.233295918,-1.135742188,1.547851563,-1.100585938
82,1211457088,0.741923928,-0.211325139,-0.204669759,-0.602496505,6.356548786,-0.99985534,7.673122883,1.836041093,3.989455462,-6.98643589,-1.150878906,1.537109375,-1.088867188
83,1211465421,0.74162817,-0.210760474,-0.204826266,-0.603004873,4.054767132,-1.903325081,7.566671848,4.193165779,3.90421176,-9.659640312,-1.181152344,1.524414063,-1.093261719
84,1211473754,0.741259515,-0.210263222,-0.205290586,-0.603473783,6.209922314,-1.798769116,7.586040974,6.126708031,0.566471696,-10.69663334,-1.196289063,1.5078125,-1.083984375
85,1211482087,0.740884542,-0.208924264,-0.205466703,-0.604338825,5.315711975,-1.164335847,7.615929127,11.01011658,10.93668079,-16.19524765,-1.227539063,1.494140625,-1.080566406
86,1211490420,0.740470827,-0.207738638,-0.205763772,-0.605153024,4.479872227,-0.961138964,7.922147274,10.65966225,8.849503517,-16.06389618,-1.236328125,1.471679688,-1.06640625
87,1211498753,0.740049362,-0.20662877,-0.206148967,-0.605917215,4.786322117,-0.839436889,7.872612,10.5668354,6.481466293,-15.50681114,-1.270019531,1.457519531,-1.068359375
88,1211507086,0.739632547,-0.20558089,-0.206674933,-0.606602907,5.043251038,-0.934870124,7.832595825,11.51838112,4.991819382,-15.05174923,-1.279785156,1.441894531,-1.055175781
89,1211515419,0.739163518,-0.204644337,-0.207220018,-0.60730511,5.05780077,-0.145338178,8.105869293,10.17706394,3.096288204,-15.23612022,-1.298339844,1.423339844,-1.048339844
90,1211523752,0.738728642,-0.204139218,-0.207842812,-0.607791007,4.68469286,-0.311108351,8.119605064,7.3295784,-1.146672606,-11.896842,-1.308105469,1.40234375,-1.039550781
91,1211532085,0.738237262,-0.20378083,-0.208739996,-0.608200729,5.137464046,-0.556811929,8.011689186,8.015553474,-6.195392609,-11.78961945,-1.329101563,1.390625,-1.026855469
92,1211540418,0.737755299,-0.203461677,-0.209641486,-0.60858202,5.447745323,-0.196613714,8.383712769,7.927517891,-5.971524715,-11.48230076,-1.333496094,1.369140625,-1.012695313
93,1211548751,0.737285614,-0.203345612,-0.210622743,-0.608851075,5.080077648,-0.078103133,8.294980049,6.725722313,-9.408776283,-9.719655991,-1.348632813,1.353027344,-1.007324219
94,1211557084,0.736817956,-0.203446493,-0.211715162,-0.609004617,5.755318642,-0.138833448,8.362280846,5.962573051,-12.02575874,-8.36924839,-1.353027344,1.333496094,-0.994628906
95,1211565417,0.736324251,-0.203566045,-0.212815344,-0.609178483,4.804961681,-0.403108448,8.354143143,5.541013718,-12.92261505,-8.604668617,-1.3671875,1.318847656,-0.985839844
96,1211573750,0.735741735,-0.204162508,-0.214201435,-0.609196961,5.432736874,-0.360953748,8.118031502,3.470999241,-19.87378693,-7.331130505,-1.3671875,1.299804688,-0.979003906
97,1211582083,0.735139728,-0.204841942,-0.215662524,-0.609180033,5.144331932,-0.2646074,8.095776558,3.152435064,-22.11733818,-6.950963497,-1.387207031,1.284179688,-0.97265625
98,1211590416,0.734228015,-0.206178829,-0.21733205,-0.609235346,4.17743063,-0.301707506,8.18838501,-2.681787252,-29.82449532,-9.068523407,-1.383789063,1.269042969,-0.958984375
99,1211598749,0.732251048,-0.209789723,-0.218849778,-0.609838426,6.553963661,-2.093821764,8.037683487,-31.72415352,-49.59629059,-16.14091492,-1.400878906,1.25390625,-0.94921875
100,1211607082,0.730540156,-0.210452974,-0.220657796,-0.611009002,4.30725956,-5.542664528,8.197135925,-0.401324332,-24.75178337,-29.48463631,-1.410644531,1.238769531,-0.937011719
101,1211615415,0.728232861,-0.212468445,-0.223419428,-0.612061143,5.15004015,4.362235546,8.094658852,-7.487294674,-48.45805359,-31.811903,-1.429199219,1.217773438,-0.928710938
102,1211623748,0.727008641,-0.214971036,-0.225515932,-0.611873984,7.864253998,-2.380137205,7.662935257,-10.81724453,-45.58553696,-7.026612759,-1.434570313,1.201660156,-0.915527344
103,1211632081,0.725199223,-0.215932012,-0.228118271,-0.612717628,5.241159439,-0.482204974,8.134455681,3.749533892,-37.04327393,-28.350914,-1.450683594,1.182617188,-0.911621094
104,1211640414,0.723782003,-0.217755884,-0.230988562,-0.612672567,4.62668705,1.545727491,8.284605026,1.506414771,-47.78368759,-14.44791794,-1.454589844,1.160644531,-0.898925781
105,1211648747,0.722529173,-0.219939098,-0.234250203,-0.612132788,5.678983688,0.415999025,8.187729836,3.139686346,-56.2747879,-7.993687153,-1.473632813,1.145019531,-0.895507813
106,1211657080,0.72138226,-0.222046286,-0.237830549,-0.611343503,5.704788685,0.684420764,8.135659218,7.841808796,-58.62384033,-5.996772766,-1.477050781,1.125976563,-0.875488281
107,1211665413,0.720353305,-0.224502727,-0.241858467,-0.610078096,4.837239265,0.815467775,8.159006119,9.917167664,-67.66120148,-0.340568244,-1.492675781,1.107910156,-0.867675781
