PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
1718,1225098209,0.992443621,0.098263986,-0.050362494,0.053525396,0.558070481,-6.228020191,13.92714691,74.0885849,-123.9330215,66.78756714,0.891113281,0.671875,-0.463867188, 
1719,1225106542,0.990720093,0.107933849,-0.059461378,0.057357077,0.761950493,-1.377534628,11.60636711,129.6073914,-126.6321564,58.9054985,0.892822266,0.653564453,-0.482177734, 
1720,1225114875,0.988690317,0.11765942,-0.069097117,0.062247746,0.573468328,4.22340107,10.25538254,131.5413055,-133.2164459,74.38605499,0.866943359,0.631103516,-0.569091797, 
1721,1225123208,0.986413598,0.127294496,-0.079810336,0.066453867,1.067694306,6.984099865,10.5773859,128.9298096,-148.595459,67.03907776,0.865234375,0.610595703,-0.580810547, 
1722,1225131541,0.98401916,0.135384634,-0.091795348,0.070373394,2.083362103,5.844398499,10.06260395,106.9089355,-165.6025391,67.26204681,0.828369141,0.585449219,-0.651123047, 
1723,1225139874,0.981576264,0.141818509,-0.104301512,0.074287072,4.773962021,3.118095636,12.39029598,83.84578705,-170.5962677,70.21326447,0.817138672,0.568115234,-0.660400391, 
1724,1225148207,0.979527295,0.148892567,-0.111426346,0.077091806,7.882736206,3.854711771,15.94753265,95.85270691,-100.7330093,43.50611496,0.771240234,0.551025391,-0.716064453, 
1725,1225156540,0.978185415,0.154625252,-0.113887466,0.079219602,4.259433746,5.982885838,12.35263157,80.00466919,-36.25580978,26.05882072,0.770507813,0.537353516,-0.706298828, 
1726,1225164873,0.977563083,0.15686436,-0.114518896,0.081555873,3.717021227,7.809209347,10.69523907,34.03790665,-6.804561615,29.74323654,0.741943359,0.524414063,-0.747558594, 
1727,1225173206,0.977352738,0.15688841,-0.114601135,0.083880082,4.024205208,5.523976326,9.689188957,3.730549812,4.243398666,31.32945251,0.755126953,0.526123047,-0.720703125, 
1728,1225181539,0.977388024,0.155937329,-0.114295967,0.085640475,3.622326612,3.705705166,9.97612381,-10.10884285,9.187409401,24.26262474,0.733154297,0.521972656,-0.743164063, 
1729,1225189872,0.977413416,0.155228868,-0.114220023,0.086732693,1.234473944,3.538379431,9.860193253,-8.410666466,4.942203522,15.32063389,0.744140625,0.530273438,-0.709228516, 
1730,1225198205,0.977535367,0.153705731,-0.114396647,0.087831482,3.583484173,4.855268478,9.65071106,-19.59306717,2.115557432,17.19579124,0.720947266,0.526855469,-0.736572266, 
1731,1225206538,0.977716625,0.151910335,-0.114599109,0.088668406,1.628967762,2.707236767,9.723247528,-24.08831024,2.202249527,14.0093956,0.731933594,0.536376953,-0.70703125, 
1732,1225214871,0.977845609,0.150411144,-0.115166187,0.089067772,3.240251303,3.846772432,9.096847534,-20.86326599,-4.623038769,8.563215256,0.714355469,0.536621094,-0.732177734, 
1733,1225223204,0.978074908,0.148139447,-0.115712292,0.089647166,3.528782129,3.030938864,9.308064461,-31.42178345,-2.302593946,11.96422863,0.727539063,0.542236328,-0.706542969, 
1734,1225231537,0.978252947,0.14632,-0.116480902,0.089698032,1.479721546,2.660473824,9.187396049,-26.07627869,-7.572570324,4.728889942,0.706298828,0.545654297,-0.729736328, 
1735,1225239870,0.978455842,0.143919557,-0.117402479,0.090164363,4.189757824,2.975143909,8.794879913,-33.74033737,-7.46686554,11.46009064,0.716796875,0.553710938,-0.708251953, 
1736,1225248203,0.97865212,0.142126948,-0.118020304,0.09007214,2.03421092,0.785043061,9.041153908,-25.79851913,-5.82037735,2.436414719,0.696044922,0.55859375,-0.730224609, 
1737,1225256536,0.97876811,0.140791386,-0.118789986,0.089897014,2.42357564,3.017507076,8.808073044,-20.08922577,-8.151707649,0.910445571,0.701416016,0.566162109,-0.698974609, 
1738,1225264869,0.978920579,0.139159739,-0.119501531,0.089834899,2.657181263,2.663783789,9.048239708,-23.61377525,-7.295245647,2.821960449,0.680664063,0.56640625,-0.727783203, 
1739,1225273202,0.979061425,0.137784347,-0.120092236,0.089630648,2.986274481,2.172385454,9.721796036,-20.49418831,-5.710157871,0.212892786,0.692138672,0.574462891,-0.707519531, 
1740,1225281535,0.97921741,0.136567295,-0.120395131,0.089382112,3.126060963,2.562083721,9.317321777,-17.84201241,-2.6556077,-1.15025878,0.66796875,0.573974609,-0.735107422, 
1741,1225289868,0.979353189,0.135373384,-0.120851479,0.089095511,2.195169926,2.662792444,9.357108116,-18.00855446,-4.290642262,-1.446641088,0.679931641,0.578857422,-0.712646484, 
1742,1225298201,0.979456723,0.134136558,-0.121555887,0.08886975,2.801549196,2.202767134,9.324389458,-18.4642086,-8.0834198,0.003035288,0.657958984,0.579101563,-0.73828125, 
1743,1225306534,0.979569018,0.133033171,-0.12209525,0.088551491,2.723243713,1.970643997,8.681054115,-16.90143013,-5.616613865,-1.827806711,0.665771484,0.583740234,-0.721923828, 
1744,1225314867,0.979640543,0.132055417,-0.122791536,0.088259511,1.52172792,2.960520744,8.796487808,-15.01547813,-8.467811584,-1.301664472,0.645263672,0.581298828,-0.742431641, 
1745,1225323200,0.979754806,0.130709961,-0.123465508,0.08805263,3.206206322,2.644541264,8.795674324,-20.13912201,-6.931931496,0.322291225,0.649902344,0.585449219,-0.729248047, 
1746,1225331533,0.979872882,0.129613727,-0.123870969,0.087789401,2.575555801,1.944829941,9.01830864,-16.29631805,-4.272250175,-1.295619369,0.630615234,0.580810547,-0.761962891, 
1747,1225339866,0.980000496,0.128518671,-0.124190889,0.087524258,2.534478188,2.996906996,9.263096809,-16.4630394,-2.550614834,-1.533883095,0.637695313,0.588623047,-0.742431641, 
1748,1225348199,0.980123222,0.127341941,-0.124547653,0.087362573,2.98005867,2.125427961,9.225538254,-17.15619087,-3.331439734,0.116250247,0.618408203,0.584472656,-0.772216797, 
1749,1225356532,0.9802472,0.126311362,-0.124817476,0.087081328,2.736142874,1.846275449,9.335813522,-15.55716801,-1.989868045,-1.939920187,0.623535156,0.585449219,-0.765380859, 
1750,1225364865,0.980362236,0.125333548,-0.125117719,0.086768955,3.117356062,2.806000233,9.192420006,-14.65221596,-3.085183859,-2.345803261,0.602539063,0.580810547,-0.797607422, 
1751,1225373198,0.980497181,0.124171905,-0.125450104,0.086432941,2.210227251,2.32495141,9.03187561,-17.50751305,-2.752147675,-2.353743792,0.606689453,0.583740234,-0.786376953, 
1752,1225381531,0.980617285,0.123034857,-0.125886708,0.086061746,3.057600737,2.314539671,8.994526863,-17.07135582,-4.826338291,-2.638010979,0.580566406,0.579345703,-0.821777344, 
1753,1225389864,0.980781674,0.121804871,-0.126135737,0.085572958,3.094207764,2.320556164,8.949132919,-18.64826965,-1.75716269,-4.465689659,0.584716797,0.577392578,-0.815429688, 
1754,1225398197,0.980938435,0.120639473,-0.126347989,0.085113175,2.567436934,2.273091316,8.827960968,-17.40395546,-1.854317665,-4.204526901,0.548095703,0.572021484,-0.845947266, 
1755,1225406530,0.981104076,0.119430095,-0.126535922,0.084626876,2.724470854,2.139486074,8.602090836,-18.2965889,-0.94898212,-4.568095684,0.536621094,0.5703125,-0.837158203, 
1756,1225414863,0.981261492,0.118310079,-0.126724154,0.084091477,1.940786719,1.957433462,9.157094002,-16.8960762,-1.705626845,-5.346461296,0.502685547,0.562011719,-0.867919922, 
1757,1225423196,0.981395364,0.117230833,-0.127068311,0.08352071,2.675737619,2.240228176,9.300163269,-16.81918144,-3.405797958,-5.643559456,0.480224609,0.561767578,-0.858886719, 
1758,1225431529,0.981548131,0.115995668,-0.127442613,0.082876906,2.331223011,2.172195911,9.296460152,-18.84690666,-4.267384052,-6.298746586,0.433105469,0.552490234,-0.894042969, 
1759,1225439862,0.981673896,0.114830218,-0.128006384,0.082135797,3.157819748,2.379834652,9.159523964,-18.51438522,-6.561472893,-7.420600414,0.407714844,0.546386719,-0.876220703, 
1760,1225448195,0.981903732,0.113543198,-0.128341854,0.080641724,2.180169106,4.579606056,9.181287766,-21.12194824,-4.892911434,-17.82946777,0.356445313,0.540283203,-0.888427734, 
1761,1225456528,0.982209444,0.110966846,-0.129326582,0.078912944,1.463015556,0.858994365,9.957961082,-40.05907059,-11.92418957,-17.82075119,0.326660156,0.541748047,-0.85546875, 
1762,1225464861,0.982327998,0.110490635,-0.130165622,0.076694034,3.046558857,-0.412544549,8.617721558,-11.84493256,-13.85513973,-28.16890144,0.276123047,0.532714844,-0.856445313, 
1763,1225473194,0.982535899,0.108990632,-0.130990148,0.074752569,2.983015537,3.908917427,9.169799805,-25.58124733,-11.47147655,-22.72105408,0.254638672,0.533935547,-0.8203125, 
1764,1225481527,0.982679307,0.108086139,-0.131828278,0.072677657,2.406135082,-0.088607706,9.199950218,-17.41137123,-13.10956001,-25.49264717,0.210205078,0.52734375,-0.819091797, 
1765,1225489860,0.982784033,0.107392661,-0.132686764,0.070700474,2.35785985,2.725763083,9.015336037,-14.629632,-12.99749184,-24.50830841,0.203857422,0.5234375,-0.776123047, 
1766,1225498193,0.982877374,0.10674639,-0.133506313,0.068814039,2.322388887,1.574293017,9.175006866,-13.48723793,-12.927104,-23.39257431,0.171875,0.516601563,-0.772705078, 
1767,1225506526,0.982917309,0.106344603,-0.134360626,0.067182757,2.780630112,1.626546741,9.344784737,-9.948575974,-12.8333292,-20.30377769,0.173339844,0.512451172,-0.732910156, 
1768,1225514859,0.982964098,0.106021591,-0.134957612,0.065797411,3.696349621,2.2653687,8.97594738,-7.921691895,-9.574170113,-17.49447823,0.145263672,0.50390625,-0.733398438, 
1769,1225523192,0.983034253,0.105646305,-0.135279566,0.064680532,2.2136693,2.065597773,9.289134026,-8.192920685,-4.863068581,-14.2021246,0.155273438,0.501953125,-0.697753906, 
1770,1225531525,0.98307389,0.105448112,-0.135537773,0.063855499,2.911469698,1.64362216,9.332517624,-4.877540112,-4.302218437,-10.6398983,0.138427734,0.488769531,-0.706542969, 
1771,1225539858,0.983091533,0.10532961,-0.135770589,0.063283309,3.1261549,1.907402039,9.098394394,-3.554769039,-3.192865372,-7.394701004,0.155273438,0.483154297,-0.67578125, 
1772,1225548191,0.983134568,0.105140679,-0.135790914,0.062884092,3.936546564,2.363567829,8.629398346,-3.754790783,-0.471148223,-5.248229027,0.137695313,0.469970703,-0.682861328, 
1773,1225556524,0.983191311,0.104824074,-0.135702595,0.06271708,1.69489336,1.472751141,9.132199287,-5.252634525,1.979532242,-2.043273211,0.154296875,0.463867188,-0.664306641, 
1774,1225564857,0.983188689,0.104758024,-0.135751203,0.062764101,3.677498579,2.220092535,8.81570816,-1.219365597,-0.401631176,0.63545078,0.138183594,0.451416016,-0.682861328, 
1775,1225573190,0.983228326,0.104510248,-0.135605574,0.062869489,2.595371723,2.023703337,9.147504807,-3.737372875,3.054894447,1.446115613,0.153320313,0.44140625,-0.662353516, 
1776,1225581523,0.983213663,0.104483366,-0.135591283,0.063171968,2.716333628,1.55262816,9.414196014,-0.141774788,0.760499358,3.934948444,0.133789063,0.424316406,-0.677001953, 
1777,1225589856,0.983187497,0.104545556,-0.135536537,0.063594356,4.739165783,2.101136923,8.891232491,1.059161544,1.892597675,5.338890076,0.147460938,0.414794922,-0.666503906, 
1778,1225598189,0.983201504,0.104440339,-0.135270834,0.064112671,2.294915915,1.979872108,9.42778492,-0.620863497,4.590955734,6.612687111,0.124267578,0.399169922,-0.691162109, 
1779,1225606522,0.983144403,0.10458342,-0.135253638,0.064790085,3.152471781,2.021600485,9.234706879,2.640841007,1.629513741,8.717511177,0.132080078,0.387207031,-0.674560547, 
1780,1225614855,0.983121276,0.104569808,-0.13506943,0.065543585,3.110099077,1.646162868,8.92318821,1.038311601,3.678422213,9.772433281,0.101074219,0.367919922,-0.686523438, 
1781,1225623188,0.983070135,0.104766555,-0.13491869,0.066299289,2.225129366,1.811240196,9.30999279,3.623991728,3.505474806,9.479816437,0.104003906,0.356933594,-0.672363281, 
1782,1225631521,0.983005404,0.104984805,-0.134825736,0.067097507,2.517274141,1.540289879,9.262817383,4.23371315,2.224353075,10.11410141,0.064941406,0.3359375,-0.684082031, 
1783,1225639854,0.982938707,0.105256878,-0.134710997,0.06787546,3.015656948,1.74388063,9.040841103,4.675431252,2.948749542,9.703377724,0.066650391,0.321289063,-0.666992188, 
1784,1225648187,0.982859194,0.105642103,-0.134614289,0.068617247,2.583872318,1.709727526,9.419023514,6.410513878,2.009321451,9.05154705,0.0234375,0.305908203,-0.672363281, 
1785,1225656520,0.982769728,0.106040716,-0.134592682,0.06932231,3.016591549,1.525501251,9.306962967,6.201374054,1.423498392,8.640208244,0.025878906,0.291015625,-0.652832031, 
1786,1225664853,0.982683599,0.106408991,-0.134566694,0.070026979,2.924066782,1.799680233,8.802757263,6.055346966,1.00298965,8.689130783,-0.011230469,0.271240234,-0.645751953, 
1787,1225673186,0.982565522,0.106910773,-0.134667352,0.070721611,3.122995853,1.560339332,8.170583725,7.505393505,-0.399454027,8.507216454,-0.009277344,0.258056641,-0.615478516, 
1788,1225681519,0.982480466,0.107208967,-0.134601876,0.071570493,1.844620228,0.201855645,7.949262619,5.412864208,1.821594834,10.70840263,-0.038085938,0.244873047,-0.595458984, 
1789,1225689852,0.982277215,0.108080409,-0.134889707,0.07250312,1.488456011,2.691778183,10.80245399,12.88420773,-3.098299026,11.40173244,-0.029541016,0.233398438,-0.567138672, 
1790,1225698185,0.982086182,0.108731747,-0.135139883,0.073641434,4.248128414,3.25529623,10.50103664,10.5678854,-2.555661201,14.53409767,-0.054199219,0.217773438,-0.552246094, 
1791,1225706518,0.98196882,0.109087363,-0.135039717,0.074853897,3.518596888,1.326920986,8.640853882,6.707665443,3.223898172,15.46996498,-0.037597656,0.207275391,-0.524658203, 
1792,1225714851,0.981839299,0.109342739,-0.135077372,0.076101497,1.608800054,1.517021775,8.225569725,5.544779778,0.995356739,16.3668499,-0.05078125,0.19140625,-0.509277344, 
1793,1225723184,0.981619298,0.109866492,-0.135576591,0.077289432,2.038069487,2.446176291,11.23818779,8.461958885,-5.26659441,15.83299351,-0.03515625,0.181884766,-0.483154297, 
1794,1225731517,0.981408656,0.11007838,-0.136190116,0.078573123,4.927593708,2.215517044,9.770777702,4.543620586,-6.824505329,17.8878994,-0.044677734,0.165527344,-0.476074219, 
1795,1225739850,0.98130554,0.109712221,-0.136581734,0.07968761,3.372707605,2.401506424,8.509393692,-3.741138935,-2.764160633,16.22179222,-0.024902344,0.153564453,-0.449707031, 
1796,1225748183,0.98112005,0.109229445,-0.137639746,0.080805242,2.431241989,2.497642279,9.340778351,-5.671941757,-12.27455139,17.5914402,-0.034423828,0.139160156,-0.4453125, 
1797,1225756516,0.980949163,0.108393759,-0.139069945,0.081553675,3.120314837,1.972553611,10.33114529,-11.80998707,-16.92266846,13.81067753,-0.014648438,0.127685547,-0.419433594, 
1798,1225764849,0.980764925,0.107270539,-0.141111016,0.081748053,1.731861472,2.153740644,9.785632133,-17.1698246,-26.1996479,7.822480202,-0.019287109,0.115966797,-0.414306641, 
1799,1225773182,0.980560124,0.105711035,-0.143942207,0.081299968,0.687021136,2.128046513,9.817835808,-25.40188599,-36.84962082,1.188720226,-0.006347656,0.103759766,-0.39453125, 
1800,1225781515,0.980036139,0.104565285,-0.149059668,0.079864591,-1.816989303,1.190790892,10.34073925,-23.62627983,-70.71191406,-9.259208679,-0.015869141,0.092041016,-0.388671875, 
1801,1225789848,0.97879678,0.105877958,-0.157719269,0.076636449,4.315338135,-0.486698866,7.273725986,2.724075317,-124.713356,-32.57622528,-0.009033203,0.078125,-0.367675781, 
1802,1225798181,0.977059841,0.107123986,-0.169402733,0.071992189,-0.177270308,-2.310714722,15.43452835,-3.461729288,-168.9700165,-46.57003784,-0.026611328,0.065185547,-0.365478516, 
1803,1225806514,0.970509231,0.11857567,-0.197428495,0.071242034,-15.68668747,-2.306259394,16.9378109,133.4368591,-403.7234802,10.84227467,-0.034912109,0.043945313,-0.347412109, 
1804,1225814847,0.959787905,0.134265095,-0.23532784,0.073501855,-3.064529181,6.260812283,12.45061588,195.5608368,-546.6245117,59.68787003,-0.083496094,0.015625,-0.339355469, 
1805,1225823180,0.945966184,0.147643313,-0.278215408,0.077120356,-1.081638575,5.440205574,12.19740009,169.9637604,-617.3839111,97.48404694,-0.115966797,-0.001220703,-0.313232422, 
1806,1225831513,0.92887038,0.159610853,-0.324390143,0.080605999,-1.221430779,1.900271058,12.7271328,154.4463806,-671.8373413,111.2887878,-0.179931641,-0.021240234,-0.285644531, 
1807,1225839846,0.908133388,0.169753268,-0.373728454,0.082500979,0.214898318,2.197204113,11.31118107,128.3483582,-729.7636719,110.1823349,-0.221435547,-0.030273438,-0.244628906, 
1808,1225848179,0.883163631,0.177391917,-0.42662394,0.080919467,-0.46656996,3.28412962,12.51564693,85.21720886,-801.5834351,92.65606689,-0.284912109,-0.038818359,-0.201416016, 
1809,1225856512,0.852151394,0.180772722,-0.485191941,0.075828403,-1.756756306,6.740091801,15.24798679,21.20459557,-909.7593994,95.73073578,-0.328613281,-0.038330078,-0.138916016, 
1810,1225864845,0.811345041,0.17549324,-0.55349195,0.067603067,-5.096268177,12.0054512,23.86674309,-86.99559784,-1088.601074,151.1423798,-0.397216797,-0.026367188,-0.058349609, 
1811,1225873178,0.760503292,0.154628441,-0.629103303,0.044226706,4.426139832,22.73678589,40.71250916,-359.3144531,-1269.362549,127.9295273,-0.439453125,0.002441406,0.057373047, 
1812,1225881511,0.753504097,0.123576961,-0.645216942,0.025641253,61.09951401,11.0972414,59.06174088,-480.9468384,-249.633606,112.6151123,-0.481689453,0.035888672,0.152832031, 
1813,1225889844,0.768838823,0.122848034,-0.627124786,0.022618609,3.984726906,-25.8879528,45.02605438,-54.44002151,318.5487061,-60.87582397,-0.478271484,0.062255859,0.13671875, 
1814,1225898177,0.772099316,0.1443308,-0.617863595,0.035744317,-16.07177353,-26.23538971,10.62784672,337.3625183,141.6793213,-63.35553741,-0.507324219,0.063232422,0.100341797, 
1815,1225906510,0.765699804,0.159989759,-0.62127322,0.046138741,-5.326834202,7.504592419,8.134353638,265.296814,-78.22212982,-12.73272133,-0.514160156,0.070068359,0.078125, 
1816,1225914843,0.764029324,0.164213583,-0.622130573,0.047419157,7.746762276,22.57061005,12.84391022,58.17007828,-23.02682114,-19.8539505,-0.544189453,0.087646484,0.075195313, 
1817,1225923176,0.769209802,0.156832054,-0.61797446,0.042770807,3.390990257,7.886742592,10.75168228,-126.6035919,81.62242889,1.534156799,-0.553710938,0.110839844,0.059326172, 
1818,1225931509,0.774758637,0.151446193,-0.612604022,0.039131403,1.241205692,-6.871186256,8.134475708,-97.08449554,99.41846466,-7.769032955,-0.587890625,0.13671875,0.045654297, 
1819,1225939842,0.779657543,0.151687711,-0.606277883,0.039420426,3.778233051,-6.693314075,8.622875214,-2.05702424,108.3609695,-14.66045952,-0.592285156,0.1640625,0.015380859, 
1820,1225948175,0.786465108,0.154094756,-0.596620619,0.042109154,5.405410767,1.86230731,8.342978477,38.8830986,164.7410126,-15.27300358,-0.623779297,0.183837891,-0.018066406, 
1821,1225956508,0.794986904,0.155610353,-0.584648252,0.044379592,2.071826935,5.264977932,7.408863068,23.63173103,202.4839172,-18.1402092,-0.618164063,0.206298828,-0.073730469, 
1822,1225964841,0.803669453,0.156585082,-0.572297573,0.045540497,0.886737943,4.712475777,7.224634171,8.571376801,206.8608398,-27.07021332,-0.638916016,0.228515625,-0.124023438, 
1823,1225973174,0.812519252,0.157456517,-0.559435248,0.04531958,1.445061922,5.447241306,7.633893967,-3.383546591,209.870163,-42.46340561,-0.620849609,0.253173828,-0.187988281, 
1824,1225981507,0.821688354,0.157661602,-0.545949221,0.043726094,2.25558877,6.183843136,8.053356171,-21.79333496,217.7886353,-54.49708176,-0.630615234,0.274658203,-0.240478516, 
1825,1225989840,0.831327379,0.157225773,-0.531519413,0.040790789,3.176167965,5.625766754,9.30764389,-39.43702316,228.3588409,-66.85029602,-0.592285156,0.301513672,-0.291992188, 
1826,1225998173,0.841436803,0.15666917,-0.515815616,0.03708382,4.140891075,4.966255665,10.22515678,-46.8860321,245.8656616,-78.13451385,-0.596679688,0.328369141,-0.34375, 
1827,1226006506,0.851824522,0.15564014,-0.499117434,0.032474779,4.2691679,5.091899395,10.16252518,-58.75109482,256.4720154,-87.15715027,-0.552001953,0.360351563,-0.390380859, 
1828,1226014839,0.862201154,0.153562739,-0.481978595,0.026944365,5.208061218,5.156131744,8.993284225,-77.22981262,261.2294617,-92.04315948,-0.559570313,0.383544922,-0.430175781, 
1829,1226023172,0.872582018,0.149960503,-0.464430809,0.020452276,5.907742023,4.133055687,7.306811333,-101.4345474,263.3972778,-93.8369751,-0.520751953,0.417480469,-0.474609375, 
1830,1226031505,0.882537544,0.145142213,-0.447075337,0.013665315,6.82626152,2.590014935,6.370783806,-117.1957779,259.3504944,-89.45881653,-0.529541016,0.444824219,-0.537841797, 
1831,1226039838,0.892172456,0.140048653,-0.429375589,0.007287364,7.972828388,1.121674538,5.820165634,-117.2113647,261.1385803,-83.07515717,-0.477294922,0.480224609,-0.593261719, 
1832,1226048171,0.901359558,0.135192558,-0.41142875,0.00144442,8.068965912,0.837681592,6.246008873,-110.3576202,263.820343,-78.69969177,-0.453125,0.513427734,-0.666015625, 
1833,1226056504,0.910072982,0.130438283,-0.393369138,-0.003960058,8.622261047,1.772154331,7.323154926,-105.6249161,262.0496216,-73.73103333,-0.361572266,0.55859375,-0.712646484, 
1834,1226064837,0.918527007,0.125543982,-0.374793887,-0.008852532,9.452198029,2.192286968,8.029449463,-104.2762833,269.3125305,-67.81490326,-0.297363281,0.597412109,-0.761230469, 
1835,1226073170,0.926862121,0.120334737,-0.355345637,-0.013321569,10.0555048,1.922785997,8.76398468,-105.8505783,279.1256409,-62.08953476,-0.184814453,0.639892578,-0.766845703, 
1836,1226081503,0.934909225,0.114828974,-0.335357755,-0.017206328,10.33287525,1.07616961,8.929470062,-106.5210876,286.8066711,-54.41205978,-0.122070313,0.675048828,-0.773681641, 
1837,1226089836,0.942537725,0.109221399,-0.315088451,-0.020356249,10.57342339,0.181800082,9.348978043,-103.7185593,288.3460083,-44.80361938,-0.022216797,0.707763672,-0.749511719, 
1838,1226098169,0.949613154,0.103626221,-0.294942826,-0.022520604,11.06220055,-0.490508765,10.17915058,-98.54859924,287.1141052,-32.28611755,0.026855469,0.734375,-0.748535156, 
1839,1226106502,0.956306875,0.097938925,-0.274473637,-0.023479683,11.97598934,-0.978663564,11.06048679,-94.27999878,290.2192993,-16.55773735,0.118164063,0.756835938,-0.711914063, 
1840,1226114835,0.962681353,0.092403062,-0.253326982,-0.023103045,12.26689339,-1.489011645,10.98991013,-87.17549896,301.0340271,-0.771618724,0.163330078,0.770019531,-0.714599609, 
1841,1226123168,0.968570828,0.087246835,-0.231951818,-0.021414096,11.79197502,-1.766608119,10.95029259,-76.87620544,302.9352722,14.98816872,0.25390625,0.785644531,-0.677978516, 
1842,1226131501,0.973816991,0.082668535,-0.210961491,-0.018531727,11.63083553,-1.174551725,11.42471123,-64.64296722,298.5808716,29.16132164,0.304199219,0.787841797,-0.674316406, 
1843,1226139834,0.978510857,0.078523755,-0.190093473,-0.014728131,11.35714626,0.368367642,11.82688904,-55.33424759,295.3258972,40.35235977,0.390136719,0.791259766,-0.629150391, 
1844,1226148167,0.98263222,0.0746774,-0.169565469,-0.0103274,11.13792515,2.064316034,12.10805321,-49.24106598,291.1306152,47.74647522,0.440673828,0.785644531,-0.624267578, 
1845,1226156500,0.986278594,0.070921458,-0.148978651,-0.005650905,10.87947083,3.504621983,11.71883488,-46.72597122,290.0003967,51.22754669,0.525634766,0.784912109,-0.572021484, 
1846,1226164833,0.989372969,0.067278489,-0.128901884,-0.00100176,10.18374538,4.468590736,11.23862171,-44.84142685,283.0441895,50.98570251,0.576171875,0.777587891,-0.561767578, 
1847,1226173166,0.991919398,0.063938349,-0.1095348,0.003403524,9.997390747,5.512222767,11.11862183,-40.49543762,271.1477051,47.87474823,0.658447266,0.7734375,-0.497070313, 
1848,1226181499,0.993972123,0.061130945,-0.090720683,0.007344937,10.22119617,6.34806776,10.41089725,-33.65886688,263.4738159,41.15846252,0.697509766,0.768066406,-0.478271484, 
1849,1226189832,0.995589972,0.058996528,-0.072166324,0.010674799,10.00374985,6.763233662,9.495576859,-24.79499245,257.8208618,32.30554962,0.766113281,0.760253906,-0.395996094, 
1850,1226198165,0.996786535,0.057513945,-0.054196708,0.013167515,9.527079582,7.562090397,9.815743446,-16.53349876,249.5962067,20.648386,0.789794922,0.757324219,-0.376708984, 
1851,1226206498,0.99762702,0.056295,-0.036827814,0.014729593,9.559464455,8.57317543,11.34642506,-13.4158268,239.4198456,8.311432838,0.832763672,0.745361328,-0.285400391, 
1852,1226214831,0.998173296,0.054869998,-0.020138737,0.015365865,10.20840645,8.456095695,12.58197689,-16.64613724,230.1605682,-3.776713848,0.838378906,0.738769531,-0.259277344, 
1853,1226223164,0.998450041,0.053452771,-0.00373554,0.015106827,11.04098988,7.646071434,13.06844807,-16.69095993,224.6791992,-15.7141161,0.861572266,0.731201172,-0.169677734, 
1854,1226231497,0.998466313,0.052166224,0.012485072,0.013777738,11.2015667,7.211023808,11.86583996,-14.75214863,222.1491089,-30.30624008,0.856445313,0.728515625,-0.158935547, 
1855,1226239830,0.998266399,0.050606534,0.02780278,0.011488533,11.5768404,7.914876461,9.539975166,-18.46202278,208.4510345,-42.77992249,0.863769531,0.718017578,-0.067382813, 
1856,1226248163,0.997935534,0.04845468,0.04141463,0.007975763,12.63573933,8.823301315,6.850596905,-26.19405174,185.0227356,-58.66297913,0.842285156,0.714355469,-0.0625, 
1857,1226256496,0.9975456,0.04538139,0.053249989,0.003099339,14.7327795,8.118899345,4.297976017,-38.38203812,159.2835999,-76.67216492,0.833251953,0.711425781,0.016357422, 
1858,1226264829,0.997161388,0.041097395,0.063056,-0.002427338,16.37732315,5.594657898,1.501926422,-54.43943024,131.6700745,-85.25258636,0.808837891,0.712402344,0.011962891, 
1859,1226273162,0.996819019,0.036180183,0.070506774,-0.008566143,19.18254662,3.149935007,-1.351704359,-62.7700882,98.52301788,-92.85780334,0.791992188,0.705078125,0.084228516, 
1860,1226281495,0.996554315,0.030492771,0.075771369,-0.014502358,21.72959137,1.50751853,-2.26316905,-73.07154083,68.93643188,-89.73500061,0.76953125,0.717041016,0.065673828, 
1861,1226289828,0.996347904,0.02528028,0.079231307,-0.019387515,23.36295891,-0.104007214,-3.076512098,-67.59189606,44.40173721,-74.08994293,0.754882813,0.709716797,0.126464844, 
1862,1226298161,0.996231198,0.021992587,0.08069627,-0.023012443,23.25403976,-1.468879938,-4.650333405,-41.82282639,18.197649,-53.9852066,0.745117188,0.71875,0.093505859, 
1863,1226306494,0.996252716,0.020780949,0.079989277,-0.02553976,22.42159462,-0.866182446,-4.580589294,-14.23031616,-10.78273773,-35.97877502,0.739013672,0.717773438,0.144775391, 
1864,1226314827,0.99641031,0.02084209,0.07754574,-0.026846647,21.18658066,0.148304597,-2.573668003,2.712768555,-33.86587524,-17.27979279,0.744628906,0.728271484,0.096923828, 
1865,1226323160,0.996665061,0.021593269,0.073829986,-0.027263343,19.14068222,0.143930003,-0.546126366,11.39104939,-50.7375679,-3.984048128,0.749023438,0.727294922,0.130615234, 
1866,1226331493,0.996990085,0.022872994,0.069014445,-0.026950648,17.09976578,-0.298732102,0.687516153,18.55478287,-65.62037659,6.941601753,0.761962891,0.746826172,0.076904297, 
1867,1226339826,0.997359753,0.024688952,0.063416429,-0.025376109,16.78680992,-1.412818313,2.129128695,24.71577263,-75.44567108,24.97365761,0.778808594,0.749755859,0.101806641, 
